66	144
66	147
66	148
66	186
66	193
66	225
66	230
66	287
66	323
66	356
66	364
66	390
66	415
67	121
67	132
67	136
67	137
67	139
67	151
67	173
67	211
67	215
67	225
67	230
67	264
67	274
67	297
67	298
67	327
67	358
67	362
67	371
67	378
67	397
67	421
67	434
67	469
67	474
67	497
67	500
67	532
67	542
67	553
67	555
67	591
67	600
67	601
68	87
68	115
68	144
69	240
70	103
70	105
70	168
70	208
70	246
71	101
71	111
71	144
71	230
71	249
72	85
72	100
72	101
72	102
72	130
72	132
72	133
72	135
72	138
72	140
72	149
72	150
72	151
72	171
72	183
72	185
72	186
72	187
72	195
72	201
72	205
72	213
72	223
72	227
72	229
72	241
72	245
72	248
72	254
72	260
72	263
72	286
72	287
72	302
72	304
72	311
72	314
72	318
72	323
72	324
72	325
72	327
72	333
72	344
72	347
72	372
72	377
72	380
72	382
72	394
72	397
72	404
72	415
72	427
72	433
72	453
72	469
72	497
72	512
72	537
72	580
72	581
72	588
72	593
72	595
72	597
72	603
73	96
73	107
73	149
73	162
73	230
73	234
73	277
73	339
73	353
73	370
73	428
73	520
73	600
74	114
74	115
74	121
74	130
74	131
74	143
74	173
74	211
74	230
74	276
74	327
74	555
75	187
75	323
75	324
75	347
75	348
75	370
75	380
75	381
75	383
75	424
75	425
75	426
75	428
75	463
75	474
75	484
75	512
75	514
75	537
75	543
75	561
75	562
75	568
75	576
75	578
75	590
75	598
75	604
76	216
77	144
77	160
77	162
77	196
77	240
77	590
78	124
78	171
78	249
78	287
79	126
81	144
81	238
82	97
82	105
82	124
82	161
82	194
83	144
83	230
83	319
84	117
84	146
84	217
84	378
85	128
85	171
86	167
87	97
87	114
87	128
87	132
87	151
87	171
87	234
87	311
87	323
87	381
87	530
88	112
89	127
90	201
90	230
90	269
90	270
90	297
90	339
90	362
90	389
90	428
90	470
90	555
91	144
91	159
91	227
91	230
91	274
91	326
91	350
91	354
94	103
94	150
94	281
94	360
94	460
95	144
95	192
95	230
95	302
95	327
97	117
97	161
97	171
97	214
97	223
97	224
97	225
97	232
97	244
97	248
97	249
97	260
97	269
97	278
97	279
97	286
97	287
97	304
97	311
97	312
97	313
97	314
97	318
97	349
97	422
97	426
97	434
97	468
97	485
97	530
97	536
97	567
97	572
98	125
98	150
98	162
98	295
98	339
99	144
99	356
99	415
100	113
100	157
100	169
100	255
100	321
101	144
101	151
101	230
101	238
101	245
101	249
101	302
101	590
102	144
102	163
102	230
102	238
102	249
102	311
103	176
104	144
104	179
104	269
104	305
104	566
105	144
105	150
105	176
105	178
105	194
105	206
105	216
105	239
105	246
105	269
105	281
105	306
105	318
105	332
105	337
105	342
105	349
105	362
105	378
105	391
105	397
105	417
105	489
105	595
105	603
106	206
107	144
107	210
107	230
107	242
107	249
107	318
107	333
107	529
108	144
108	284
109	184
109	261
109	315
109	428
109	563
110	144
111	160
111	240
111	271
116	186
116	190
116	201
116	214
116	239
116	241
116	255
116	306
116	323
116	349
116	545
116	603
117	215
117	377
117	600
119	193
119	230
119	245
119	287
121	200
121	211
121	230
121	421
122	167
122	230
122	277
123	147
123	162
123	178
123	180
123	190
123	204
123	207
123	227
123	230
123	262
123	295
123	311
123	313
123	314
123	339
123	364
123	548
124	228
124	356
124	415
125	202
125	238
125	269
125	278
125	566
127	217
127	303
127	316
127	325
127	427
127	562
127	569
127	573
130	131
130	173
131	196
131	204
131	211
131	274
131	299
131	326
131	327
131	333
131	440
131	547
132	173
132	276
134	143
135	167
135	229
135	234
135	299
135	339
135	412
135	422
135	441
135	512
135	523
135	595
136	173
136	174
136	201
136	209
136	223
136	230
136	248
136	270
136	272
136	297
136	326
136	362
136	370
136	371
136	397
136	428
136	470
136	555
138	185
138	226
138	548
139	238
139	274
139	316
139	377
139	400
140	333
141	230
141	238
144	211
144	216
144	230
147	195
147	231
147	348
147	532
149	162
149	181
149	230
149	295
149	591
150	220
150	246
152	269
152	369
153	230
153	304
153	327
153	367
153	484
156	227
156	230
156	246
156	297
156	304
156	322
156	370
156	428
157	255
157	321
158	418
160	240
160	324
162	230
162	277
162	286
162	295
165	201
165	211
167	193
167	201
167	205
167	209
167	284
167	287
167	290
167	333
167	342
167	434
167	512
167	581
168	208
168	229
168	246
171	190
171	249
171	311
171	512
172	291
172	515
173	185
173	211
173	230
173	311
173	358
173	363
173	378
173	391
173	600
175	200
175	311
175	324
175	353
176	201
177	230
179	305
179	526
181	193
181	201
181	230
181	272
181	277
181	295
181	339
181	362
181	371
181	470
181	590
182	369
182	410
182	418
182	477
183	190
183	269
183	297
183	324
183	369
183	370
183	390
185	230
185	274
185	276
185	286
185	319
185	333
185	347
185	386
185	498
187	474
187	578
192	217
192	302
192	313
192	600
193	195
193	206
193	217
193	239
193	306
193	349
193	515
194	246
195	231
195	233
195	260
195	274
195	284
195	286
195	289
195	326
195	338
195	342
195	357
195	378
195	433
195	440
195	447
195	455
195	478
195	500
195	512
195	521
195	581
198	286
198	434
198	521
201	227
201	269
201	270
201	286
201	312
201	319
201	389
201	421
202	269
202	278
202	317
202	343
202	417
204	286
205	229
205	290
205	353
206	225
206	230
206	234
206	253
206	306
206	353
206	370
206	470
209	238
209	269
209	286
209	302
211	234
211	249
211	312
211	485
211	549
211	572
212	260
213	324
213	369
214	237
214	531
216	220
216	286
217	260
217	272
217	273
217	282
217	286
217	302
217	303
217	316
217	325
217	338
217	347
217	354
217	371
217	377
217	378
217	380
217	384
217	404
217	412
217	427
217	441
217	451
217	489
217	502
217	512
217	537
217	547
217	552
217	569
217	572
217	573
217	580
217	586
217	588
217	590
217	595
217	597
217	601
222	235
223	248
223	512
224	230
225	235
226	249
226	287
226	369
228	450
229	274
229	299
229	328
229	342
229	378
229	512
230	310
230	318
230	445
230	529
231	233
231	327
231	338
231	440
231	447
231	478
231	500
231	532
233	274
233	325
233	338
233	344
233	428
233	440
233	447
233	478
233	500
236	319
239	296
239	300
239	306
239	311
239	319
239	332
239	337
239	339
239	342
239	352
239	366
239	375
239	378
239	384
239	385
239	395
239	408
239	417
239	425
239	427
239	429
239	433
239	445
239	456
239	485
239	499
239	508
239	522
239	529
239	603
240	308
240	346
242	318
243	445
244	294
244	349
244	391
244	426
244	479
244	530
244	553
245	319
245	445
245	485
251	335
251	546
251	547
254	272
254	274
254	289
254	325
254	338
254	344
254	380
254	404
254	427
254	434
254	499
254	500
254	532
254	573
254	588
255	321
255	329
266	327
266	555
267	499
268	369
268	451
268	588
269	278
269	566
269	595
270	428
270	470
270	555
271	392
271	436
271	498
272	303
272	362
272	369
272	371
272	372
272	380
272	427
272	470
272	555
272	573
273	348
273	491
273	573
274	297
274	371
274	440
274	478
274	489
274	555
274	593
274	597
276	297
276	555
276	605
277	295
279	417
279	434
279	451
279	566
280	605
281	460
282	354
282	363
282	380
282	395
282	427
282	512
282	547
282	593
284	341
289	380
289	451
297	358
297	362
297	600
299	328
300	342
300	378
300	456
301	413
301	414
302	512
303	344
303	380
303	404
303	427
303	537
303	569
303	573
303	580
303	588
303	590
303	601
306	421
306	530
308	346
308	392
308	421
308	423
308	426
312	408
313	434
318	365
319	445
322	421
322	499
323	351
323	540
325	421
325	562
325	569
325	580
326	421
326	509
327	412
327	424
327	435
327	572
329	480
332	489
335	451
335	484
335	574
337	342
338	380
338	478
338	532
341	434
341	588
342	529
342	542
342	553
343	386
347	426
347	484
348	373
348	375
348	378
348	385
348	408
348	427
348	430
348	478
348	500
348	529
348	532
348	572
348	601
349	380
349	391
349	479
350	499
353	487
355	470
355	550
356	415
357	447
357	500
358	517
358	555
360	460
360	533
360	542
361	420
362	397
362	421
362	427
362	434
362	438
362	470
362	555
362	581
362	590
362	593
362	600
362	604
364	390
367	427
368	529
369	515
369	570
369	595
370	421
370	428
370	555
370	590
371	421
371	427
371	434
371	500
371	569
371	573
371	575
371	586
371	597
373	385
373	421
373	540
373	576
373	588
374	421
375	385
375	408
375	421
376	435
380	435
380	502
380	511
380	552
380	562
380	568
380	569
380	597
380	598
382	427
383	404
383	562
383	588
384	562
384	590
385	535
387	604
392	436
395	421
397	581
404	407
404	484
405	493
405	497
405	531
405	536
405	555
405	583
407	457
407	507
408	506
408	598
412	512
412	536
412	540
419	553
422	540
423	503
425	530
427	562
427	569
427	574
427	586
428	497
428	517
428	538
428	542
428	555
428	571
428	576
429	529
429	586
430	506
430	536
430	586
435	568
439	469
440	447
440	489
440	500
440	580
440	581
442	526
447	478
447	500
451	512
452	574
456	522
462	562
464	592
474	578
477	553
482	525
507	568
507	569
507	583
511	576
512	590
526	598
530	542
537	562
541	569
544	574
544	588
555	571
562	569
562	573
580	604
590	604
