1	2
1	6
1	7
1	9
1	10
1	11
1	17
1	20
1	25
1	26
1	27
1	38
1	42
1	44
1	47
1	52
1	53
1	56
1	58
1	60
1	61
1	67
1	69
1	70
1	72
1	74
1	77
1	81
1	84
1	87
1	89
1	92
1	96
1	97
1	101
1	106
1	110
1	114
1	116
1	121
1	129
1	130
1	131
1	132
1	136
1	140
1	144
1	146
1	149
1	150
1	151
1	156
1	160
1	162
1	166
1	171
1	173
1	175
1	178
1	181
1	186
1	189
1	192
1	205
1	214
1	218
1	223
1	228
1	229
1	230
1	235
1	239
1	241
1	248
1	249
1	260
1	262
1	269
1	272
1	274
1	283
1	289
1	295
1	296
1	297
1	299
1	302
1	304
1	311
1	313
1	316
1	318
1	319
1	320
1	322
1	323
1	326
1	327
1	332
1	339
1	349
1	354
1	360
1	362
1	366
1	370
1	371
1	372
1	373
1	375
1	377
1	378
1	381
1	385
1	408
1	417
1	419
1	428
1	429
1	433
1	438
1	469
1	489
1	497
1	499
1	506
1	508
1	517
1	543
1	553
1	567
1	580
1	588
1	591
1	597
1	598
4	79
5	491
6	9
6	41
6	88
6	112
6	362
6	539
6	585
7	15
7	24
7	36
7	47
7	58
7	79
7	90
7	96
7	175
7	214
7	252
7	342
7	363
7	375
7	385
7	400
7	427
7	504
7	512
7	569
7	595
7	598
10	31
10	42
10	51
10	53
10	75
10	79
10	96
10	227
10	412
10	560
11	14
11	16
11	22
11	33
11	34
11	96
11	114
11	155
11	167
11	230
11	272
11	372
11	380
11	499
11	601
13	19
13	23
14	23
14	167
14	216
14	227
14	502
14	521
15	31
16	56
17	210
17	230
17	249
17	310
19	23
19	45
19	57
20	45
20	48
20	62
20	155
20	479
21	27
21	54
21	70
21	94
23	150
25	39
25	44
25	46
25	73
25	90
25	108
25	136
25	162
25	163
25	175
25	181
25	201
25	217
25	230
25	254
25	260
25	272
25	274
25	286
25	297
25	316
25	325
25	362
25	370
25	371
25	397
25	428
25	470
25	542
25	555
26	30
26	38
26	45
26	47
26	48
26	51
26	53
26	54
26	56
26	57
26	62
26	63
26	64
26	65
26	70
26	72
26	82
26	84
26	85
26	87
26	94
26	97
26	103
26	105
26	115
26	116
26	123
26	124
26	125
26	129
26	136
26	140
26	144
26	150
26	155
26	161
26	167
26	168
26	178
26	180
26	186
26	201
26	206
26	209
26	211
26	214
26	216
26	217
26	254
26	267
26	268
26	270
26	281
26	282
26	287
26	303
26	306
26	323
26	325
26	344
26	354
26	360
26	363
26	366
26	371
26	372
26	378
26	391
26	499
26	509
26	545
26	581
26	593
28	43
28	58
28	63
28	74
28	85
28	114
28	230
29	43
29	47
29	51
29	58
29	70
29	73
29	74
29	115
29	121
29	149
29	162
29	171
29	186
29	217
29	254
29	282
29	316
29	325
29	342
29	390
29	427
30	84
30	87
30	114
30	115
30	124
30	234
30	537
31	56
31	84
31	144
31	238
31	269
31	279
33	96
33	211
34	96
34	153
34	230
34	387
35	39
35	44
35	75
35	90
35	107
35	108
35	127
35	136
35	174
35	180
35	182
35	184
35	192
35	199
35	201
35	206
35	217
35	223
35	230
35	236
35	248
35	254
35	258
35	260
35	261
35	264
35	267
35	268
35	270
35	272
35	274
35	279
35	282
35	285
35	289
35	297
35	298
35	301
35	302
35	303
35	305
35	312
35	313
35	315
35	316
35	318
35	319
35	324
35	325
35	326
35	334
35	339
35	343
35	344
35	347
35	348
35	354
35	355
35	361
35	362
35	367
35	370
35	371
35	373
35	375
35	380
35	381
35	382
35	385
35	386
35	387
35	391
35	394
35	397
35	398
35	403
35	404
35	408
35	416
35	420
35	422
35	424
35	426
35	427
35	428
35	429
35	432
35	435
35	437
35	438
35	441
35	442
35	446
35	447
35	448
35	453
35	454
35	457
35	462
35	467
35	470
35	477
35	487
35	494
35	496
35	497
35	502
35	504
35	506
35	507
35	511
35	514
35	520
35	524
35	525
35	526
35	527
35	529
35	531
35	536
35	537
35	538
35	540
35	542
35	543
35	544
35	545
35	546
35	549
35	557
35	562
35	566
35	568
35	569
35	572
35	573
35	577
35	580
35	582
35	586
35	590
35	592
35	593
35	595
35	597
35	599
35	600
35	601
35	602
35	604
38	90
38	144
38	205
39	44
39	47
39	51
39	63
39	73
39	96
39	146
39	153
39	184
39	230
39	231
39	295
39	311
39	339
39	353
39	387
39	421
39	443
39	463
39	524
40	230
41	56
41	144
41	249
43	66
43	96
43	107
43	161
43	171
43	186
43	240
43	268
43	320
43	427
43	529
43	569
44	63
44	73
44	90
44	107
44	153
44	162
44	171
44	175
44	196
44	230
44	324
44	371
44	379
44	421
44	441
45	57
45	296
46	230
48	54
48	64
48	105
48	110
48	124
48	150
48	168
49	56
49	68
49	87
49	115
49	144
49	238
50	144
51	61
51	73
51	82
51	84
51	87
51	111
51	114
51	195
51	217
51	230
51	287
51	312
51	325
51	327
51	344
51	392
51	421
51	427
51	512
51	553
53	82
53	103
53	176
54	82
54	88
54	104
54	105
54	112
54	162
54	167
54	179
54	196
55	144
55	163
55	230
55	238
55	247
56	63
56	179
56	211
56	230
56	412
58	214
58	381
60	67
60	92
60	96
60	115
60	121
60	131
60	173
60	203
60	223
60	231
60	248
60	260
60	334
60	382
60	421
60	440
60	454
60	462
60	489
60	567
60	591
60	593
61	123
61	438
62	65
62	70
62	84
62	94
62	97
62	103
62	105
62	124
62	144
62	150
62	168
62	178
62	216
62	281
62	360
63	68
63	144
63	174
63	196
63	230
64	103
64	110
65	94
65	103
66	85
66	87
66	97
66	99
66	114
66	124
66	129
66	133
